problem,answer,problem_image_1,problem_image_2,answer_image_1,answer_image_2
"The Leaos e-bikes has a range of design features including integrared solar charing, carbon fibre handlebars, and an innovative pressed-meral frame
Describe the components and operation of a mains-powered charging system and of a solar charging system for the e-bike.","Solar charging will require solar panel to capture solar energy, controller and sensor systems to process the electrical charge. The battery will collect, store and distribute energy for the e-bike.
A mains charging system can be used to top-up or provide a full charge for the battery and e-bike.",Technology_SB-Q3b_E.png,,Technology_SB-A3b_E.png,
"Outline, using annotated sketches, *two* advantages of producing the bicycle frame by pressing it from sheet metal.","The folded frame does have fewer welded joints which can strengthen the structure.
The hollow frame can be used to house batteries and circuits.
Hollow structure is stiff yet lightweight, durable etc.",,,,
Calculate the total energy a solar panel generates in 4 hours with an output of 50 watts per hour and 15% efficiency.,"$15\% \text{ efficiency} = 0.15$
$\text{Total energy} = (50 \text{ watts/hour} \times 4 \text{ hours}) \times 0.15 = 30 \text{ watt/hour}$",,,,
"The handlebar 'cockpit' for the e-bike is produced from carbon fibre.
Outline *two* reasons for using carbon fibre for the handlebars.","Able to withstand impact – tough material, lightweight, can be coloured, complex shapes can be produced, strong, resistant to tear, aesthetic appeal, etc.",Technology_SB-Q3c_E.png,,,
"Compare the manufacture of tubular handlebars and carbon fibre handlebars making reference to fabrication, integration of features, and aesthetic appeal.","Tubular metal: Fabrication: Cut and weld, time consuming for large production, Integration of features: Space for features can be added or cut out of tubes, Aesthetic appeal: Welding of tubes can be unsightly or a feature on some metals e.g. stainless steel
Carbon fibre: Fabrication: Can be shaped in a single piece, Integration of features: Features can be integrated into design shape, Aesthetic appeal: Finish can be coloured, tactile material",,,Technology_SB-A3c_E.png,
"Bicycle user safety is largely dependent the use of a helmet, A prototype helment which has  safety and cyclist assistance technologies including LIDAR, face shield, LED lighting, and communication capabilities is shown. 
Discuss the contribution to user safety of *any two* features of the prototype helmet.","LiDAR / communication system: *will alert of hazards.*
The Led lights: *give a strong illumination for the back of helmet.*
Face shield/Front visor *will protect eyes/face from dust/flies etc.*",Technology_SB-Q3d_E.png,,,
Outline *two* advantages of 3D printing as a production method for the shock absorbing inner liner of the helmet.,"Has the potential to customise for individual with 3D scanning, reduced waste with additive manufacturing, will dissipate heat with mesh design, lightweight, etc.",,,,
"The internet of Things connects and controls devices. The internet of Behavious (IoB) extends the capabilities of the IoT by analysing behaviour as well as connecting devices and collecting data from individual digital footprints.
What is a digital footprint?","A digital footprint refers to the trail of data and information that individuals leave behind as they engage in online activities. Elements of a digital footprint can include personal details, preferences, online behaviours, and communication patterns.",,,,
Suggest two sources of data for the IoB.,"Wearable devices (trackers, smartwatches, etc.), phone Apps, social media, biometric sensors, cameras and monitoring systems, etc.",,,,
"The animal deterrent shown is used to scare pets away from gardens. It operates as follows:
- Power on to activate motion sensor
- Check movement
- Turn on red LED
- Wait 60 seconds
- Check movement
- Turn off red LED and sound

Suggest a modification to the flowchart that will turn on a water sprinkler if motion is detected more than once.","Add a counter function, (inc/compare/expression) command or place output after second
compare command, to activate the sprinkler.",,,,
Suggest an electronic means of producing the deterrent sound.,Piezoelectric speaker/buzzer connected to the motion sensor.,,,,
"CAD/CAM sofware generates G-codes and M-codes to control CNC machines
Explain the terms CAN, CAM and CNC.","CAD: Computer aided drawing/drafting
CAM: Computer aided manufacture
CNC: Computer numerical control",,,,
Outline the operation of a closed loop control system.,"Closed loop control is also known as feedback control. The response or the actual result is continuously compared with the desired result. The control output is adjusted to reduce any deviation, this ensures the response will follow the desired outcome.",,,,
"Wireless chargers work on the principle of electromagnetic induction
Outline the operation of the wireless charger shown.","The charger is connected to a power supply, when turned on, it generates an
alternating current (AC) in a coil within the charger which produces an
electromagnetic field. When you place a device on the charger it receives the
magnetic field from the charger and turns it into DC current to charge the battery.",Technology_O2-Q2a_E.png,,,
Suggest two benefits of wireless charging of devices.,"Convenient, safer and prevents tripping, charging of multiple devices together,
chargers can be integrated into furniture/vehicles etc",,,,
"Calculate the frequency of the output if:
R1 = 10 $k\Omega$, R2 = 60 $k\Omega$ and C = 10 $\muyF$.
Note: $f = \frac{1.44}{(R_1 + 2R_2) \cdot C}$","\(f = \frac{1.44}{(R1 + 2R2) \times C} = \frac{1.44}{(10000 + (2 \times 60000)) \times 0.00001} \)
\( \frac{1.44}{(130,000 \times .00001)} = \frac{1.44}{1.3} \)
\(f = 1.107\) Hz",,,,
"The charcteristic curve of the thermistor is shown.
State the approximate resistance of this thermistor at 0°C",From the graph: 8  $k\Omega$ (+/-1),Technology_O2-Q2c_E.png,,,
Explain why this thermistor has an effective range between -10°C and 20°C.,"At -10°C, the graph rises steeply making accurate temperature differentiation
a challenge. Above 20°C, the thermistor does not make a significant change in
resistance.",,,,
Outline the function of transistors and relays when constructing logic circuits.,"Transistor: will create an electronic switching/current amplification for electronic circuits.
Relay: provides a method of controlling higher voltage circuits (including mains supply) using a low voltage electronic circuit.",,,,
"Soccer star Cristiano Ronaldo as well as celebrities like Kylie Jenner and Selina Gomez have established a reputation as social media influencers.
Outline one benefit and one drawback of social influencing.","Benefits of social influencing:
Product awareness, product discovery, discounts and offers, growth of brands.

Drawbacks of social influencing: Inauthentic content, misleading content, can portray a certain way of life that young people can feel pressure to live up to etc.",,,,
"Explain the social media influencer terms; reels, endorsements, and affiliate links.","Reels:
allow influencers to create and share short videos. They are typically 15 to 60 seconds long and can include music, text, stickers, and special effects. Reels are popular for showcasing creative and engaging content, including tutorials, challenges, and behind-the-scenes glimpses etc.

Endorsements:
and collaborations occur when a social media influencer partners with a company to promote their services or products. The influencer uses their platform to create content that showcases or endorses the brand. This can be done through sponsored posts, videos, reels, stories etc.

Affiliate links:
are unique URL's provided to influencers by brands or affiliate programs. When the influencer shares the link with their audience they can click on it and make a discounted purchase. The influencer then earns a commission or a percentage of the sale for each audience purchase.",,,,
"The specification for the Samsung Galaxy S22 ultra smartphone includes fast charging, expandable storage and a quad camera featuring an LED flash, auto-HDR which will take 4K videos at 30/60 fps and 8K videos at 24 fps.
Explain the phone feature 4K videos at 30/60 fps.","4K videos have a horizontal resolution of approx. 4000 pixels with the standard of 3840 x 2160.

The ""fps"" in ""30/60 fps"" stands for ""frames per second."" It indicates the number of individual frames or images displayed in one second of video.",,,,
"Describe, with examples, each of these phone protection systems:

Secure enclave for biometric data:
Secure communication protocols:
Remote tracking and wiping:","Secure enclave for biometric data:
a dedicated and isolated area within the phone's hardware or software architecture
that is designed to securely store, process and manage sensitive biometric
information for authentication purposes. This is especially relevant in smartphones
where biometric data, such as fingerprints or facial scans, is commonly used to
unlock devices, authorize transactions and enhance overall security.

Secure communication protocols:
Phone secure communication protocols refer to the methods and standards
employed to ensure the security, privacy and integrity of data transmitted between
mobile devices and other systems. This includes the use of HTTPS (Hypertext
Transfer Protocol Secure), VPN (Virtual Private Network), etc.

Remote tracking and wiping:
Remote tracking, locking and wiping capabilities through features like ""Find My
Phone"" to locate a lost device and protect or remove sensitive data.",,,,
Outline two advantages of data transfer using USB Type-C.,"Type-C connection is reversible (can be used in either direction), has superior transfer speed, allows connections to many devices etc.",,,,
"Secure connection to the internet is extremely important when carrying out financial transactions online or using banking apps.
Explain each of the following in relation to secure connections:
Data encryption
VPN:
Multiple firewakk","Data encryption: a system that converts plaintext or readable data into an unreadable format (ciphertext) using an algorithm and an encryption key. The purpose of data encryption is to secure sensitive information, making it difficult for unauthorised individuals or entities to access, understand or manipulate data without the proper decryption key.
Multiple firewall: a range of firewall layers to enhance security, these include perimeter firewall that will block malicious traffic before it reaches the internal network, internal firewall to prevent the spread of threats, application firewall protects specific services, etc.",,,,
Explain the term network eavesdropping and the possible consequences for a business.,"Network eavesdropping:
is the unauthorised monitoring, reading or interception of network communications usually with the intention of capturing sensitive data. It often takes the form of passive surveillance and is aided by unencrypted communication.

Consequences: Loss of business, reputation damage, financial loss and loss of confidential information.",,,,
"Online advertising commonly incorporates images, video, and sound. Give a typical file extension for each of the elements listed above.","Images: .jpg, .jpeg, .gif, .heic, .png
Video: .mp4, .mov, .wmv
Sound: .m4a, .wav, etc.",,,,
"Outline the function of any two of the following types of server:

Domain Controller:
File Server:
Application Server:","Domain Controller:
provides centralised authentication and user access and accounts, it manages policies for network security and configuration.
File Server:
stores and organises files and folders, facilitates sharing of resources and manages control permissions.
Application Server:
Application Server: provides a platform for hosting and executing applications, it manages multiple users.",,,,
"An Irish company, The Laser Lab® has developed a business laser cutting and engraving on a wide variety of materials and products, such as the personalised presentation shown.
Explain how companies use the following techniques in the development of new products for market.
- Perceptual mapping
- Capacity planning","Perceptual mapping: a market research technique which allows companies to see
how customers perceive their products in relation to others. Allows a company to
find gaps in the market, look at brand positioning while developing products.
Capacity planning: Allows a company to ensure they have the necessary resources
and capabilities to meet the demand for their products or services. They can forecast
future demand for new products.",,,,
Distinguish between an order qualifier and an order winner when a company is developing a product.,"Order qualifier meets the basic requirements or characteristics which consumers look
for in a product.
An order winner is a product with unique attributes which set it apart from the
others and make it more desirable to consumers.",,,,
"A rugby club wishes to purchase 50 personalised trophies, similar to those shown below, for their annual awards.
Distinguish between once-off, batch, and mass production, and state which system of production is most appropriate for fulfilling this order.","Once-off: Once-off projects: tend to produce single or low number of items, can be
expensive, etc.
Batch production: products produced over a particular period of time as demand for
the items may fluctuate, low volume, used for sporting items that may
change each year etc.
Mass production: standard products are produced in large volumes, demand is high
and stable, used for household electrical items etc.
Batch production is most appropriate for this order.",,,,
Determine the BEQ (break-even quantity) and recommend the most suitable assembly method for the product.,"$\text{Fixed costs} &= \frac{\text{Manual cost per unit}}{\text{Automated cost per unit}} \\
        &= \frac{500}{8.5 - 0.15} \\
        &= 60$
Option A is most suitable for a batch of 50 products.",,,,
"Outline, with examples, the difference between quantitative accelerated testing and qualitative accelerated testing.","Quantitative accelerated testing: focuses on the analysis of measurable parameters
such as material properties, performance and failure rates. These will predict
product performance over an extended period.
Qualitative accelerated testing: seeks to understand overall behavioural
characteristics and failure of a product under accelerated conditions. Products are
also subject to stress testing but there is a greater emphasis on observing qualitative
aspects such as visual inspections, assessments of wear and tear and subjective
analysis.",Technology_O4-Q4c_E.png,,,
Explain each of the main stages of the ‘bathtub’ curve making reference to product reliability at each stage.,"A illustrates early failure rates which decreases quickly as faults are corrected.
Some early products will have inadequate reliability.
B has a low failure rate; the product is reliable.
C is the wear-out phase where failures increase and reliability becomes a
significant",,,,
"The expected product lifecycle for a hair styling product is shown,
Name and describe each of the lifecycle stages A, B, C, and D.","A - Introduction: After all research and development is complete, the product is
launched. The product may have few competitors and sales may remain low and it
may take time for the market to accept the new product.
B - Growth: The market has accepted the product and sales begin to increase. The
company may want to make improvements to the product to stay competitive.
C - Maturity: Sales will reach their peak. Other competitors enter the market with
alternative solutions and increasing competition.
D - Decline: Sales begin to decline as the product reaches its saturation point. Most
products are phased out of the market at this point due to the decrease in sales and
because of competitive pressure. The market will see the product as old and no
longer in demand.",Technology_O4-Q4d1_E.png,,,
"An updated lifecycle for the hair styling product is shown above. This shows a significant change at stage D for the product.
Suggest two possible reasons for this change.","The product has gained additional sales:
Enhanced features may have been added.
Product may have been relaunched with a marketing campaign.
New markets may have been targeted.
Price adjustment.
Seasonal demand.
Effective customer satisfaction may encourage repeat buyers.",Technology_O4-Q4d2_E.png,,Technology_O4-A4d2_E.png,
"Barry Packaging is an Irish family-owned company that celebrated 50 years in business in 2023. They design and supply a wide range of branded packaging from storage boxes to luxury gift bags.
State two reasons for using branded packaging.","It creates a source of company advertising, it can make a product more attractive, it may have greater value than generic packaging, etc.",Technology_O5-Q5a_E.png,,,
Outline two reasons for the extensive use of corrugated cardboard in the packaging industry.,"Strong and light material, will absorb impact, can store and stack products effectively, product may be reused, it will recycle, it is compostable, etc.",,,,
"Shown is a barcode optical scanner used in the retail industry to read printed barcodes. The scanner is made from the thermoplastic high impact polystyrene (HIPS).
Distinguish between thermoplastics and thermosetting plastics.","Thermoplastics: these are moulded into shape and can then be recycled when their initial use is complete.
Thermosetting plastics: Plastic products are moulded into shape for permanent use, they will not recycle.",Technology_O5-Q5b_E.png,,,
Outline two plastic additives which might be used when producing the scanner.,"Pigments add colour, lubricants make it mouldable, plasticisers increase flexibility, fillers add bulk to the plastic.",,,,
"Personalised wooden boxes are often used for company presentations.
Describe three stages in fabricating the presentation box, similar to that shown, using hand crafting techniques.","Cut the pieces to size.
Corners can be attached at right angles with joints, adhesives or dowels.
The base of the box can be permanently attached.
The box lid can be designed to hinge and close or sit on top of the box sides.
A finishing technique (varnish, stain, wax, etc.) can be applied.",Technology_O5-Q5c_E.png,,,
Outline a technique to incorporate the company crest on the presentation box.,"A company crest can be hand engraved, carved, use marquetry, laser cut, etc.",,,,
"Personalised wooden boxes are often used for company presentations. 
State two other reasons for using PET as a food packaging material.","It is transparent, lightweight, can be recycled effectively, it is non-reactive to moisture and gas, strong and durable, resistant to a range of chemicals, etc. PET stands for Polyethylene Terephthalate.",Technology_O5-Q5d_E.png,,,
