problem,answer,problem_image_1,problem_image_2,answer_image_1,answer_image_2
"Rinne scoláire turgnamh i dtosach ag aidéid eatánóch i bhfínéagar ar aimsiú. Caoileadh cuid 10.0 $cm^3$ den fhínéagar i dtosach go dtí díreach 50.0 $cm^3$. Toirtmheasadh an tuaslagán den fhínéagar caolaithe le tuaslagán 0.09 M hiodrocsaíde sóidiam i bhfleascán cónúil. Ar an meán, bhí 12.4 $cm^3$ den fhínéagar caolaithe ag teastáil chun 25.0 $cm^3$ den tuaslagán NaOH a neodrú.
Déantar cur síos ar imoibriú an toirtmheasctha seo chomh maith le cothromóid chothromaíochta cheimiceach seo:
$CH_3COOH + NaOH \rightarrow CH_3COONa + H_2O$
Ríomh tiúchan an aigéid eatánóigh san fhínéagar bunaidh ina % (w/v).","$M_r = 60$
$\frac{0.91 \times 60}{10} = 5.44$ (%)",,,,
"Rinne scoláire turgnamh chun aigéad beansóch a íonghlanaadh trína athchristalú, agus úsáid á baint as uisce mar an tuaslagóir.
Mínigh cén fáth ar tuaslagóir oiriúnach é uisce chun an t-athchristalú seo a dhéanamh.","(tá) intuaslagthacht íseal (ag aigéad beansóch) in uisce fuar /
(tá) intuaslagthacht ard (ag aigéad beansóch) in uisce te",,,,
"Rinne scoláire turgnamh chun aigéad beansóch a íonghlanaadh trína athchristalú, agus úsáid á baint as uisce mar an tuaslagóir.
Mínigh an aidhm atá leis an gcéad scagachán (te).",chun eisíontais dhothuaslagtha a bhaint,,,,
"Rinne scoláire turgnamh chun aigéad beansóch a íonghlanaadh trína athchristalú, agus úsáid á baint as uisce mar an tuaslagóir.
Sa scagachán te, baintear úsáid as scagpháipéar cuislithe i dtonnaoóir bogthe mar a thaispeántar ar dheis.
Mínigh cén fáth a bhfuil an leagan amach seo oiriúnach do scagachán bogthe.","achar dromchla níos mó / scagachán níos tapúla / coimeadtar an tuaslagán te /
stopann sé aigéad beansóch teacht amach as an tuaslagán / ardú toraidh",,,,
"Rinne scoláire turgnamh chun aigéad beansóch a íonghlanaadh trína athchristalú, agus úsáid á baint as uisce mar an tuaslagóir.
Mínigh cén fáth nach ndéantar an dara scagachán go dtí go mbíonn tréimhse sách oiriúnach fuaraithe istigh.",chun an toradh a uasmhéadú / chun cristalú a éascú,,,,
"Rinne scoláire turgnamh chun aigéad beansóch a íonghlanaadh trína athchristalú, agus úsáid á baint as uisce mar an tuaslagóir.
Cad a breathnódh an scoláire a thabharfadh le fios gur sampla íon a bhí san aigéad beansóch athchriostalaithe?","leáphointe
thar raon caol / géar / gar don fíorluach",,,,
"Rinne scoláire eile tástáil chun a thaispeáint gur féidir eatánal a ocsaidiú go héasca.
Sainaithin an t-imoibrí (na himoibrithe) a d'fhéadfadh an scoláire a úsáid.",(tuaslagán) KMnO_4 aigéadaithe  // tuaslagán Fehling (A agus B) // (imoibrí) Tollen,,,,
"Rinne scoláire eile tástáil chun a thaispeáint gur féidir eatánal a ocsaidiú go héasca.
Luaigh an t-athrú datha a bhreathófaí don imoibrí (na himoibrithe) a shainaithin tú.","bándearg/corcra // gorm // éadathach
go héadathach                // go dearg                     // go dath an airgid
[bronn 3 mharc má mhalartaítear an dá dhath chearta]",,,,
"Rinne scoláire eile tástáil chun a thaispeáint gur féidir eatánal a ocsaidiú go héasca.
Sainaithin an tsubstaint orgánach a táirgeadh sa tástáil seo.",aigéad eatánóch,,,,
"Rinne scoláire eile tástáil chun a thaispeáint gur féidir eatánal a ocsaidiú go héasca.
Scríobh leathchothromóid don dí-ocsaidiú ar an imoibrí neamhorgánach a úsáideadh sa tástáil seo.",$Mn^{7+} → Mn^{2+} // Cu^{2+} → Cu^{+} // Ag^{+} → Ag$,,,,
"D'ullmhaigh scoláire eile gallúnach sa tsaotharlann.
Sainaithin na himoibreáin a úsáideadh agus gallúnach á hullmhú.","saill / blonag / ola / tríglicríd / m.sh. trístéaráit ghlicríle / stéirín / trístéirín
hiodrocsaid sóidiam / hiodrocsaid photaisiam",,,,
"D'ullmhaigh scoláire eile gallúnach sa tsaotharlann.
Sainaithin an tuaslagóir a úsáideadh agus gallúnach á hullmhú.",eatánól,,,,
"Déantar cur síos ar imoibriú tíosúlféit sóidiam agus aigéad hidreaclórach sa chothromóid chothromaíochta cheimiceach seo: $Na_2S_2O_3 + 2HCl \rightarrow 2NaCl + SO_2 + S + H_2O$
Chun an tslí a dtéann tiúchan i bhfeidhm ar an ráta imoibriúcháin seo a fhiosrú, cuireadh an turgnamh i gcrích i gcás tiúchana difriúla de thuaslagán de thiasúlféit sóidiam. Maidir le gach rith, tosaíodh stopuairead ar mheascadh 100 $cm^3$ de $Na_2S_2O_3$ le 10 $cm^3$ de 3 M HCl.
Maidir le gach rith, taifeadadh an t-imoibriú i gcrích ag teocht an tseomra agus tomhaiseadh an t-am a thóg sé chun an mhais chéanna sulfair a dheascadh. Tógadh inbhéarta an ama sin mar thomhas ar ráta tosaigh an imoibriúcháin.
Taisepeántar na torthaí sa tábla thíos.

|Tiúchan an $Na_2S_2O_3$ (M)|0.10|0.09|0.08|0.07|0.06|0.05|0.04|0.03|
|---|---|---|---|---|---|---|---|---|
|Am (s)|50|56|63|72|84|100|125|168|
|Ráta =$\frac{1}{Am}$(s⁻¹)|0.020|0.018| | | | | | |

Déan cur síos ar mhodh a d'fhéadfaí a úsáid chun a bheith eolach cathain a bhí an mhais chéanna sulfair deasctha i ngach rith.","X a chur faoin fhleascán// méadar solais
(an t-am a thomhas go dtí) nach bhfuil X le feiceáil //
(an t-am a thomhas go dtí) go bhfuil sé ar an luach céanna",,,,
"Déantar cur síos ar imoibriú tíosúlféit sóidiam agus aigéad hidreaclórach sa chothromóid chothromaíochta cheimiceach seo: $Na_2S_2O_3 + 2HCl \rightarrow 2NaCl + SO_2 + S + H_2O$
Chun an tslí a dtéann tiúchan i bhfeidhm ar an ráta imoibriúcháin seo a fhiosrú, cuireadh an turgnamh i gcrích i gcás tiúchana difriúla de thuaslagán de thiasúlféit sóidiam. Maidir le gach rith, tosaíodh stopuairead ar mheascadh 100 $cm^3$ de $Na_2S_2O_3$ le 10 $cm^3$ de 3 M HCl.
Maidir le gach rith, taifeadadh an t-imoibriú i gcrích ag teocht an tseomra agus tomhaiseadh an t-am a thóg sé chun an mhais chéanna sulfair a dheascadh. Tógadh inbhéarta an ama sin mar thomhas ar ráta tosaigh an imoibriúcháin.
Taisepeántar na torthaí sa tábla thíos.

|Tiúchan an $Na_2S_2O_3$ (M)|0.10|0.09|0.08|0.07|0.06|0.05|0.04|0.03|
|---|---|---|---|---|---|---|---|---|
|Am (s)|50|56|63|72|84|100|125|168|
|Ráta =$\frac{1}{Am}$(s⁻¹)|0.020|0.018| | | | | | |

Déan cur síos ar conas a d'fhéadfaí tuaslagán 0.10 M $Na_2S_2O_3$ a úsáid chun cuid 90 $cm^3$ de thuaslagán 0.09 M $Na_2S_2O_3$ a ullmhú.","90 $cm^3$ de thuaslagán (0.10 M)
cuir uisce leis chun (100 $cm^3$) a fháil",,,,
"Déantar cur síos ar imoibriú tíosúlféit sóidiam agus aigéad hidreaclórach sa chothromóid chothromaíochta cheimiceach seo: $Na_2S_2O_3 + 2HCl \rightarrow 2NaCl + SO_2 + S + H_2O$
Chun an tslí a dtéann tiúchan i bhfeidhm ar an ráta imoibriúcháin seo a fhiosrú, cuireadh an turgnamh i gcrích i gcás tiúchana difriúla de thuaslagán de thiasúlféit sóidiam. Maidir le gach rith, tosaíodh stopuairead ar mheascadh 100 $cm^3$ de $Na_2S_2O_3$ le 10 $cm^3$ de 3 M HCl.
Maidir le gach rith, taifeadadh an t-imoibriú i gcrích ag teocht an tseomra agus tomhaiseadh an t-am a thóg sé chun an mhais chéanna sulfair a dheascadh. Tógadh inbhéarta an ama sin mar thomhas ar ráta tosaigh an imoibriúcháin.
Taisepeántar na torthaí sa tábla thíos.

|Tiúchan an $Na_2S_2O_3$ (M)|0.10|0.09|0.08|0.07|0.06|0.05|0.04|0.03|
|---|---|---|---|---|---|---|---|---|
|Am (s)|50|56|63|72|84|100|125|168|
|Ráta =$\frac{1}{Am}$(s⁻¹)|0.020|0.018| | | | | | |

Cóipeáil agus comhlánaigh an tríú sraith sa tábla i do fhreagarleabhar trí na luachanna ráta atá in easnamh a líonadh isteach, ceart go dtí trí ionad dheachúlacha.","0.016, 0.014, 0.012, 0.010, 0.008, 0.006",,,,
"Déantar cur síos ar imoibriú tíosúlféit sóidiam agus aigéad hidreaclórach sa chothromóid chothromaíochta cheimiceach seo: $Na_2S_2O_3 + 2HCl \rightarrow 2NaCl + SO_2 + S + H_2O$
Chun an tslí a dtéann tiúchan i bhfeidhm ar an ráta imoibriúcháin seo a fhiosrú, cuireadh an turgnamh i gcrích i gcás tiúchana difriúla de thuaslagán de thiasúlféit sóidiam. Maidir le gach rith, tosaíodh stopuairead ar mheascadh 100 $cm^3$ de $Na_2S_2O_3$ le 10 $cm^3$ de 3 M HCl.
Maidir le gach rith, taifeadadh an t-imoibriú i gcrích ag teocht an tseomra agus tomhaiseadh an t-am a thóg sé chun an mhais chéanna sulfair a dheascadh. Tógadh inbhéarta an ama sin mar thomhas ar ráta tosaigh an imoibriúcháin.
Taisepeántar na torthaí sa tábla thíos.

|Tiúchan an $Na_2S_2O_3$ (M)|0.10|0.09|0.08|0.07|0.06|0.05|0.04|0.03|
|---|---|---|---|---|---|---|---|---|
|Am (s)|50|56|63|72|84|100|125|168|
|Ráta =$\frac{1}{Am}$(s⁻¹)|0.020|0.018| | | | | | |

Cén tátál is féidir a bhaint as do ghraf?",ráta i gcomhréir le tiúchan / am i gcomhréir inbhéartach le tiúchan,,,,
"Déantar cur síos ar imoibriú tíosúlféit sóidiam agus aigéad hidreaclórach sa chothromóid chothromaíochta cheimiceach seo: $Na_2S_2O_3 + 2HCl \rightarrow 2NaCl + SO_2 + S + H_2O$
Chun an tslí a dtéann tiúchan i bhfeidhm ar an ráta imoibriúcháin seo a fhiosrú, cuireadh an turgnamh i gcrích i gcás tiúchana difriúla de thuaslagán de thiasúlféit sóidiam. Maidir le gach rith, tosaíodh stopuairead ar mheascadh 100 $cm^3$ de $Na_2S_2O_3$ le 10 $cm^3$ de 3 M HCl.
Maidir le gach rith, taifeadadh an t-imoibriú i gcrích ag teocht an tseomra agus tomhaiseadh an t-am a thóg sé chun an mhais chéanna sulfair a dheascadh. Tógadh inbhéarta an ama sin mar thomhas ar ráta tosaigh an imoibriúcháin.
Taisepeántar na torthaí sa tábla thíos.

|Tiúchan an $Na_2S_2O_3$ (M)|0.10|0.09|0.08|0.07|0.06|0.05|0.04|0.03|
|---|---|---|---|---|---|---|---|---|
|Am (s)|50|56|63|72|84|100|125|168|
|Ráta =$\frac{1}{Am}$(s⁻¹)|0.020|0.018| | | | | | |

Úsáid do ghraf chun an ráta imoibriúcháin a mheas má úsáideadh 100 $cm^3$ de thuaslagán 0.015 M $Na_2S_2O_3$.",$≈ 0.003 (s^{-1})$,,,,
"Déantar cur síos ar imoibriú tíosúlféit sóidiam agus aigéad hidreaclórach sa chothromóid chothromaíochta cheimiceach seo: $Na_2S_2O_3 + 2HCl \rightarrow 2NaCl + SO_2 + S + H_2O$
Chun an tslí a dtéann tiúchan i bhfeidhm ar an ráta imoibriúcháin seo a fhiosrú, cuireadh an turgnamh i gcrích i gcás tiúchana difriúla de thuaslagán de thiasúlféit sóidiam. Maidir le gach rith, tosaíodh stopuairead ar mheascadh 100 $cm^3$ de $Na_2S_2O_3$ le 10 $cm^3$ de 3 M HCl.
Maidir le gach rith, taifeadadh an t-imoibriú i gcrích ag teocht an tseomra agus tomhaiseadh an t-am a thóg sé chun an mhais chéanna sulfair a dheascadh. Tógadh inbhéarta an ama sin mar thomhas ar ráta tosaigh an imoibriúcháin.
Taisepeántar na torthaí sa tábla thíos.

|Tiúchan an $Na_2S_2O_3$ (M)|0.10|0.09|0.08|0.07|0.06|0.05|0.04|0.03|
|---|---|---|---|---|---|---|---|---|
|Am (s)|50|56|63|72|84|100|125|168|
|Ráta =$\frac{1}{Am}$(s⁻¹)|0.020|0.018| | | | | | |

Ríomh an t-am a tógadh chun an sulfar a dheascadh sa chás seo.",$\frac{1}{0.003} = 333$ (s),,,,
"Déantar cur síos ar imoibriú tíosúlféit sóidiam agus aigéad hidreaclórach sa chothromóid chothromaíochta cheimiceach seo: $Na_2S_2O_3 + 2HCl \rightarrow 2NaCl + SO_2 + S + H_2O$
Chun an tslí a dtéann teocht i bhfeidhm ar an ráta imoibriúcháin seo a fhiosrú, tomhaiseadh an t-am a tógadh chun an mhais chéanna sulfair a dheascadh ag trí theocht dhifriúla, agus úsáid á baint as toirteanna agus tiúchana seasta de na h-imoibreáin.
Taisepeántar na torthaí sa tábla thíos.

|Teocht (°C)|T_1|T_2|T_3|
|---|---|---|---|
|Am (s)|40|10|25|

Déan cur síos ar mhodh oiriúnach chun na himoibreáin a théamh agus chun teocht an imoibrithe a thomhas. D'fhéadfadh léaráid lipéadaithe cabhrú le do fhreagra.","foinse theasa / dabhach uisce / teophláta / dóire Bunsen
teirmiméadar",,,,
"Déantar cur síos ar imoibriú tíosúlféit sóidiam agus aigéad hidreaclórach sa chothromóid chothromaíochta cheimiceach seo: $Na_2S_2O_3 + 2HCl \rightarrow 2NaCl + SO_2 + S + H_2O$
Chun an tslí a dtéann teocht i bhfeidhm ar an ráta imoibriúcháin seo a fhiosrú, tomhaiseadh an t-am a tógadh chun an mhais chéanna sulfair a dheascadh ag trí theocht dhifriúla, agus úsáid á baint as toirteanna agus tiúchana seasta de na h-imoibreáin.
Taisepeántar na torthaí sa tábla thíos.

|Teocht (°C)|T_1|T_2|T_3|
|---|---|---|---|
|Am (s)|40|10|25|

Cé acu teocht (T1, T2 nó T3) an ceann ab airde? Cosain do fhreagra.","T_2
an ráta is mó / an t-am is lú",,,,
"Cé mhéad (i) prótón, (ii) neodrón, atá i núicléas héiliam–3?","(i) 2
(ii) 1",,,,
Sainaithin dhá imoibrí atá ag teastáil chun láithreacht ian fosfáite i dtuaslagán uiscí a thástáil.,"molabdáit amóiniam, aigéad nítreach",,,,
Luaigh dhá chúis a n-imíonn fíorgháis ó iompar idéalach. ,"tá toirt ag cáithníní / fórsaí idirmhóilleacha / imbhuailtí neamhleaisteach
[dhá cheann ar bith]",,,,
"Taispeántar dhá fhleascán chomhionanna sa léaráid ar dheis, ceann acu líonta le gás héiliam agus an ceann eile le gás ocsaigine. Coinnítear na fleascáin ag an teocht agus ag an mbrú céanna. Tá 2.4 g de ghás i bhfleascán na hocsaigine. Ríomh mais an héiliam atá i láthair.","tagairt do mhais 4 agus 32 / cóimheas 1:8
$\frac{2.4 \times 4}{32} = 0.3$ (g)",,,,
Luaigh na haonaid chaighdeánacha (i) d'fhuinneamh céadiannúcháin,(i) kJ mol^{-1} / J mol^{-1},,,,
Luaigh na haonaid chaighdeánacha d'éileamh bithcheimiceach ar ocsaigin (BOD).,codanna sa mhilliún / csm / mg L^{-1} / g m^{-3},,,,
Ainmnigh trí shraith homalógacha de chomhdhúile orgánacha ina bhfuil grúpa carbóinile.,aildéad / céatón / aigéad carbocsaileach / eistear [trí cinn ar bith],,,,
"Cuirtear ocsaigionáití le peitreal go minic.
Mínigh cén fáth a gcuirtear ocsaigionáití le peitreal go minic.",uimhir octáin a mhéadú / uath-adhaint a laghdú / dóchán níos míne,,,,
"Cuirtear ocsaigionáití le peitreal go minic.
Sainaithin ocsaigionáit atá oiriúnach don chúram seo.","alcól / aon alcól ainmnithe m.sh. eatánól /
éitear / aon éitear ainmnithe m.sh. MTBE",,,,
"Cén aidhm go sonrach a bhaineann le sulfáit alúmanaim a chur san áireamh:
le linn cóireáil uisce",flocasúchán,,,,
"Cén aidhm go sonrach a bhaineann le sulfáit alúmanaim a chur san áireamh:
le linn chéim threasach na cóireála camrais?",chun fosfáit a bhaint,,,,
Scríobh leathchothromóid chothromaithe cheimiceach don imoibriú a tharlaíonn ag an gcatóid nuair a sheoltar sruth leictreach trí thuaslagán uiscí de shulfáit sóidiam.,$2H_2O + 2e^{-} /rightarrow H_2 + 2OH^{-} / H_2O  +  e^{-} →  \frac{1}{2} H_2 +  OH^{-}$,,,,
Mínigh bunphrionsabal na crómatagraíochta.,"pas soghluaiste agus pas cónaitheach
(tá) ionsú roghnaitheach (ag substaintí) / finíochtaí difriúla don dá phas",,,,
"Taispeántar ar dheis struchtúr an phianmhúcháin beansócaon. Ríomh táirgeacht chéatadánach imoibrithe ina bhfuarthas 2412.3 g de bheansócaon íon, áit arbh é 21.5 mól an táirgeacht theoiriciúil.","$M_r = 165$
$\frac{2412.3}{21.5 × 165} = 0.68$, i.e. 68 (%)",,,,
Sainaithin trí speiceas cheimiceacha a fhoirmítear nuair a thuaslagtar gás dé-ocsaíde carbóin in uisce íon.,$H_2CO_3 / HCO_3^- / CO_3^{2-} / H^+$ [trí cinn ar bith],,,,
"Tabhair breac-chuntas ar an méid a chuir siad seo thíos le réimse na criostalagrafaíochta:
Lawrence Bragg",d'fhorbair sé teicníc (criostalagrafaíochta) x-ghathach,,,,
"Tabhair breac-chuntas ar an méid a chuir siad seo thíos le réimse na criostalagrafaíochta:
Dorothy Hodgkin",struchtúr (bith)mhóilíní,,,,
"Sa bhliain 1885, scríobh an matamaiticeoir Eilvéiseach Johann Balmer foirmle mhatamaitice chun cur síos a dhéanamh ar thonnfhaid an línespectrím infheicthe atá ag hidrigin adamhach, atá ainmnithe in omós dó anois. Ní raibh aon mhíniú, áfach, ar na línte seo a bheith ann go dtí 1913. Taispeánadh sa bhliain 1913 go raibh samhail Bohr den adamh hidrigine comhsheasmhach le sraith Balmer. Mar sin, bhí fianaise thurgnaimhach ann a bhí ag teacht le samhail Bohr.
Mhol Bohr go raibh na leictreoín in adamh suite i leibhéil fuinnimh.
Mínigh cad is brí leis an téarma leibhéal fuinnimh.","fuinneamh seasta / fuinneamh candamaithe / fuinneamh i bhfithis /
fuinneamh i sceall
do leictreoín (in adamh)",,,,
"Sa bhliain 1885, scríobh an matamaiticeoir Eilvéiseach Johann Balmer foirmle mhatamaitice chun cur síos a dhéanamh ar thonnfhaid an línespectrím infheicthe atá ag hidrigin adamhach, atá ainmnithe in omós dó anois. Ní raibh aon mhíniú, áfach, ar na línte seo a bheith ann go dtí 1913. Taispeánadh sa bhliain 1913 go raibh samhail Bohr den adamh hidrigine comhsheasmhach le sraith Balmer. Mar sin, bhí fianaise thurgnaimhach ann a bhí ag teacht le samhail Bohr.
Idirdhealaigh idir bunstaid agus staideanna flosctha an leictreoin in adamh hidrigine.","bunstaid: an fuinneamh is ísle / n = 1 / cobhsaí / i 1s //
staideanna flosctha: níos mó fuinnimh / n > 1 / éagobhsaí / ní i 1s",,,,
