problem,answer,problem_image_1,problem_image_2,answer_image_1,answer_image_2
"Document A: Taking Stock of Women’s Representation in Politics Across Europe ‐ A Study by the 
European Women’s Lobby, March 2023.
This research was carried out by the European Women’s Lobby (EWL) with the
support of Wilson Sonsini Goodrich & Rosati (WSGR). Its purpose is to map out the
current state of women’s representation in politics across Europe. The information
gathered in this document comes from desk‐based research. It also stems from
the EWL members’ contributions collected through a digital survey in 2022 across
20 European countries.
As of February 2023, Ireland ranked 101st in the world for women’s representation in national
parliaments, falling behind countries such as China and Iraq. When the Dáil celebrated its
centenary in 2019, just 114 women had been elected to it since 1918 compared with 1,190 men.
Following the most recent national election (2020), this was 130 women versus 1,211 men (10%
versus 90%).
In the twelve general elections in Ireland prior to the 2012 Act (1973‐2011) and the introduction of
quotas, the proportion of women’s representation in the Dáil never rose above 15%.
There are no quotas for local elections in Ireland. Representation of women at local authority level
across the country has risen from 12% in 1991 to just 24% in 2019. Only eight women were elected as
mayors in June 2022 (25.8%).
A recent report noted that data from the last six local elections suggest that there is no electoral
bias against women, but not enough women appear on the ballot papers. It also notes that women
are more likely to win a national seat than men if they have served in local government. To drive
gender equality in national politics, gender equality at a local level thus needs to be prioritised.
To advance gender equality in politics, in June 2021, members of the Citizens’ Assembly recommended
that the government introduce measures such as maternity leave for all elected representatives,
extend party quotas to local, Seanad, and European elections and increase sanctions for noncompliant
parties. These suggestions have not yet been enacted by the current government.
In Ireland, women running for election are more likely to be the victims of personalised, misogynistic
violence, with women facing up to eight times the level of online violence compared to their male
counterparts. A qualitative study undertaken by NUI Galway’s Journalism and Communications unit
in 2020 found that 96% of current and former women politicians, at national and local level, have
received social media or email messages that used threatening or hateful language, while three
quarters report being threatened with physical violence via online or social media.
https://womenlobby.org/IMG/pdf/final_wip_study‐3.pdf ‐ adapted
Document B: Web page from Women for Election.
This group organises training programmes, events and mentoring supports, that have
helped get hundreds of women elected to local and national government.
This site is a collaboration between Women for Election Ireland and the All‐Island Research
Observatory (AIRO) at Maynooth University Social Science Institute (MUSSI) and the Department
of Housing, Local Government and Heritage (DHLGH). Funding for this project was awarded by the
Department of Public Expenditure and Reform (DPER).
The dashboard below from our Data Hub presents women candidates across political parties*
(2020). In 2012, the Oireachtas adopted a law obliging political parties to select at least 30%
women candidates and 30% men candidates to contest general elections. From 2023 onwards,
this gender quota threshold increased to 40%. If the quota is not met, political parties will lose
50% of the State funding they receive on an annual basis to run their operations.
The Data Hub is a comprehensive store of statistical data, organised to provide you with
unique insights into the state of gender equality here in Ireland. With this powerful
resource at your fingertips, you can make informed decisions, drive meaningful change,
and contribute to a more equitable future for all. Engage with the data, share the insights,
and ignite conversations about gender equality. Remember, knowledge is power, but only
when shared and acted upon.
* Only displays information for the seven political parties that qualified for Exchequer funding under the Electoral Act 1997.
Gender Quotas in Politics in Ireland 
Since 1992 there has been an increase in both the number of women selected as candidates (from
18.5% in 1992 to 30.7% in 2020) and elected TDs (from 12% in 1992 to 22.5% in 2020).
The quota system challenges political parties to develop a culture and selection process that will
encourage women to come forward for election. It is also the responsibility of political parties to
select women in winnable seats if the true objective of the quota is to be achieved – that is,
improved gender balance in Irish politics. There are currently no quotas in place for Local Elections
(where many politicians begin their political journey), or for the Seanad.The issue of quotas in politics
is one which causes much discussion – some people do not like quotas, but we like what they do,
that is, introduce a short, sharp shock to the political system that makes change happen quickly

What are the strengths and limitations of the methodology used to gather data in Document A?","Very good description 8 - 10M
Good description 4 - 7M
Fair description 0 - 3M",b.png,,,
"Document A: Taking Stock of Women’s Representation in Politics Across Europe ‐ A Study by the 
European Women’s Lobby, March 2023.
This research was carried out by the European Women’s Lobby (EWL) with the
support of Wilson Sonsini Goodrich & Rosati (WSGR). Its purpose is to map out the
current state of women’s representation in politics across Europe. The information
gathered in this document comes from desk‐based research. It also stems from
the EWL members’ contributions collected through a digital survey in 2022 across
20 European countries.
As of February 2023, Ireland ranked 101st in the world for women’s representation in national
parliaments, falling behind countries such as China and Iraq. When the Dáil celebrated its
centenary in 2019, just 114 women had been elected to it since 1918 compared with 1,190 men.
Following the most recent national election (2020), this was 130 women versus 1,211 men (10%
versus 90%).
In the twelve general elections in Ireland prior to the 2012 Act (1973‐2011) and the introduction of
quotas, the proportion of women’s representation in the Dáil never rose above 15%.
There are no quotas for local elections in Ireland. Representation of women at local authority level
across the country has risen from 12% in 1991 to just 24% in 2019. Only eight women were elected as
mayors in June 2022 (25.8%).
A recent report noted that data from the last six local elections suggest that there is no electoral
bias against women, but not enough women appear on the ballot papers. It also notes that women
are more likely to win a national seat than men if they have served in local government. To drive
gender equality in national politics, gender equality at a local level thus needs to be prioritised.
To advance gender equality in politics, in June 2021, members of the Citizens’ Assembly recommended
that the government introduce measures such as maternity leave for all elected representatives,
extend party quotas to local, Seanad, and European elections and increase sanctions for noncompliant
parties. These suggestions have not yet been enacted by the current government.
In Ireland, women running for election are more likely to be the victims of personalised, misogynistic
violence, with women facing up to eight times the level of online violence compared to their male
counterparts. A qualitative study undertaken by NUI Galway’s Journalism and Communications unit
in 2020 found that 96% of current and former women politicians, at national and local level, have
received social media or email messages that used threatening or hateful language, while three
quarters report being threatened with physical violence via online or social media.
https://womenlobby.org/IMG/pdf/final_wip_study‐3.pdf ‐ adapted
Document B: Web page from Women for Election.
This group organises training programmes, events and mentoring supports, that have
helped get hundreds of women elected to local and national government.
This site is a collaboration between Women for Election Ireland and the All‐Island Research
Observatory (AIRO) at Maynooth University Social Science Institute (MUSSI) and the Department
of Housing, Local Government and Heritage (DHLGH). Funding for this project was awarded by the
Department of Public Expenditure and Reform (DPER).
The dashboard below from our Data Hub presents women candidates across political parties*
(2020). In 2012, the Oireachtas adopted a law obliging political parties to select at least 30%
women candidates and 30% men candidates to contest general elections. From 2023 onwards,
this gender quota threshold increased to 40%. If the quota is not met, political parties will lose
50% of the State funding they receive on an annual basis to run their operations.
The Data Hub is a comprehensive store of statistical data, organised to provide you with
unique insights into the state of gender equality here in Ireland. With this powerful
resource at your fingertips, you can make informed decisions, drive meaningful change,
and contribute to a more equitable future for all. Engage with the data, share the insights,
and ignite conversations about gender equality. Remember, knowledge is power, but only
when shared and acted upon.
* Only displays information for the seven political parties that qualified for Exchequer funding under the Electoral Act 1997.
Gender Quotas in Politics in Ireland 
Since 1992 there has been an increase in both the number of women selected as candidates (from
18.5% in 1992 to 30.7% in 2020) and elected TDs (from 12% in 1992 to 22.5% in 2020).
The quota system challenges political parties to develop a culture and selection process that will
encourage women to come forward for election. It is also the responsibility of political parties to
select women in winnable seats if the true objective of the quota is to be achieved – that is,
improved gender balance in Irish politics. There are currently no quotas in place for Local Elections
(where many politicians begin their political journey), or for the Seanad.The issue of quotas in politics
is one which causes much discussion – some people do not like quotas, but we like what they do,
that is, introduce a short, sharp shock to the political system that makes change happen quickly

Comment on the presentation of data in Document B.","Very good commentary 8 - 10M
Good commentary 4 - 7M
Fair commentary 0 - 3M",b.png,,,
"Document A: Taking Stock of Women’s Representation in Politics Across Europe ‐ A Study by the 
European Women’s Lobby, March 2023.
This research was carried out by the European Women’s Lobby (EWL) with the
support of Wilson Sonsini Goodrich & Rosati (WSGR). Its purpose is to map out the
current state of women’s representation in politics across Europe. The information
gathered in this document comes from desk‐based research. It also stems from
the EWL members’ contributions collected through a digital survey in 2022 across
20 European countries.
As of February 2023, Ireland ranked 101st in the world for women’s representation in national
parliaments, falling behind countries such as China and Iraq. When the Dáil celebrated its
centenary in 2019, just 114 women had been elected to it since 1918 compared with 1,190 men.
Following the most recent national election (2020), this was 130 women versus 1,211 men (10%
versus 90%).
In the twelve general elections in Ireland prior to the 2012 Act (1973‐2011) and the introduction of
quotas, the proportion of women’s representation in the Dáil never rose above 15%.
There are no quotas for local elections in Ireland. Representation of women at local authority level
across the country has risen from 12% in 1991 to just 24% in 2019. Only eight women were elected as
mayors in June 2022 (25.8%).
A recent report noted that data from the last six local elections suggest that there is no electoral
bias against women, but not enough women appear on the ballot papers. It also notes that women
are more likely to win a national seat than men if they have served in local government. To drive
gender equality in national politics, gender equality at a local level thus needs to be prioritised.
To advance gender equality in politics, in June 2021, members of the Citizens’ Assembly recommended
that the government introduce measures such as maternity leave for all elected representatives,
extend party quotas to local, Seanad, and European elections and increase sanctions for noncompliant
parties. These suggestions have not yet been enacted by the current government.
In Ireland, women running for election are more likely to be the victims of personalised, misogynistic
violence, with women facing up to eight times the level of online violence compared to their male
counterparts. A qualitative study undertaken by NUI Galway’s Journalism and Communications unit
in 2020 found that 96% of current and former women politicians, at national and local level, have
received social media or email messages that used threatening or hateful language, while three
quarters report being threatened with physical violence via online or social media.
https://womenlobby.org/IMG/pdf/final_wip_study‐3.pdf ‐ adapted
Document B: Web page from Women for Election.
This group organises training programmes, events and mentoring supports, that have
helped get hundreds of women elected to local and national government.
This site is a collaboration between Women for Election Ireland and the All‐Island Research
Observatory (AIRO) at Maynooth University Social Science Institute (MUSSI) and the Department
of Housing, Local Government and Heritage (DHLGH). Funding for this project was awarded by the
Department of Public Expenditure and Reform (DPER).
The dashboard below from our Data Hub presents women candidates across political parties*
(2020). In 2012, the Oireachtas adopted a law obliging political parties to select at least 30%
women candidates and 30% men candidates to contest general elections. From 2023 onwards,
this gender quota threshold increased to 40%. If the quota is not met, political parties will lose
50% of the State funding they receive on an annual basis to run their operations.
The Data Hub is a comprehensive store of statistical data, organised to provide you with
unique insights into the state of gender equality here in Ireland. With this powerful
resource at your fingertips, you can make informed decisions, drive meaningful change,
and contribute to a more equitable future for all. Engage with the data, share the insights,
and ignite conversations about gender equality. Remember, knowledge is power, but only
when shared and acted upon.
* Only displays information for the seven political parties that qualified for Exchequer funding under the Electoral Act 1997.
Gender Quotas in Politics in Ireland 
Since 1992 there has been an increase in both the number of women selected as candidates (from
18.5% in 1992 to 30.7% in 2020) and elected TDs (from 12% in 1992 to 22.5% in 2020).
The quota system challenges political parties to develop a culture and selection process that will
encourage women to come forward for election. It is also the responsibility of political parties to
select women in winnable seats if the true objective of the quota is to be achieved – that is,
improved gender balance in Irish politics. There are currently no quotas in place for Local Elections
(where many politicians begin their political journey), or for the Seanad.The issue of quotas in politics
is one which causes much discussion – some people do not like quotas, but we like what they do,
that is, introduce a short, sharp shock to the political system that makes change happen quickly

Comment on the current representation of women in politics as set out in both documents.","Very good commentary 16 - 20M independent, insightful comment using both documents
Good commentary 11 - 15M relevant comment but lacking insight, reference to one document only
Fair commentary 6 - 10M limited, lacking clarity
Weak commentary 0 - 5M contradictory or confused.",b.png,,,
"Document A: Taking Stock of Women’s Representation in Politics Across Europe ‐ A Study by the 
European Women’s Lobby, March 2023.
This research was carried out by the European Women’s Lobby (EWL) with the
support of Wilson Sonsini Goodrich & Rosati (WSGR). Its purpose is to map out the
current state of women’s representation in politics across Europe. The information
gathered in this document comes from desk‐based research. It also stems from
the EWL members’ contributions collected through a digital survey in 2022 across
20 European countries.
As of February 2023, Ireland ranked 101st in the world for women’s representation in national
parliaments, falling behind countries such as China and Iraq. When the Dáil celebrated its
centenary in 2019, just 114 women had been elected to it since 1918 compared with 1,190 men.
Following the most recent national election (2020), this was 130 women versus 1,211 men (10%
versus 90%).
In the twelve general elections in Ireland prior to the 2012 Act (1973‐2011) and the introduction of
quotas, the proportion of women’s representation in the Dáil never rose above 15%.
There are no quotas for local elections in Ireland. Representation of women at local authority level
across the country has risen from 12% in 1991 to just 24% in 2019. Only eight women were elected as
mayors in June 2022 (25.8%).
A recent report noted that data from the last six local elections suggest that there is no electoral
bias against women, but not enough women appear on the ballot papers. It also notes that women
are more likely to win a national seat than men if they have served in local government. To drive
gender equality in national politics, gender equality at a local level thus needs to be prioritised.
To advance gender equality in politics, in June 2021, members of the Citizens’ Assembly recommended
that the government introduce measures such as maternity leave for all elected representatives,
extend party quotas to local, Seanad, and European elections and increase sanctions for noncompliant
parties. These suggestions have not yet been enacted by the current government.
In Ireland, women running for election are more likely to be the victims of personalised, misogynistic
violence, with women facing up to eight times the level of online violence compared to their male
counterparts. A qualitative study undertaken by NUI Galway’s Journalism and Communications unit
in 2020 found that 96% of current and former women politicians, at national and local level, have
received social media or email messages that used threatening or hateful language, while three
quarters report being threatened with physical violence via online or social media.
https://womenlobby.org/IMG/pdf/final_wip_study‐3.pdf ‐ adapted
Document B: Web page from Women for Election.
This group organises training programmes, events and mentoring supports, that have
helped get hundreds of women elected to local and national government.
This site is a collaboration between Women for Election Ireland and the All‐Island Research
Observatory (AIRO) at Maynooth University Social Science Institute (MUSSI) and the Department
of Housing, Local Government and Heritage (DHLGH). Funding for this project was awarded by the
Department of Public Expenditure and Reform (DPER).
The dashboard below from our Data Hub presents women candidates across political parties*
(2020). In 2012, the Oireachtas adopted a law obliging political parties to select at least 30%
women candidates and 30% men candidates to contest general elections. From 2023 onwards,
this gender quota threshold increased to 40%. If the quota is not met, political parties will lose
50% of the State funding they receive on an annual basis to run their operations.
The Data Hub is a comprehensive store of statistical data, organised to provide you with
unique insights into the state of gender equality here in Ireland. With this powerful
resource at your fingertips, you can make informed decisions, drive meaningful change,
and contribute to a more equitable future for all. Engage with the data, share the insights,
and ignite conversations about gender equality. Remember, knowledge is power, but only
when shared and acted upon.
* Only displays information for the seven political parties that qualified for Exchequer funding under the Electoral Act 1997.
Gender Quotas in Politics in Ireland 
Since 1992 there has been an increase in both the number of women selected as candidates (from
18.5% in 1992 to 30.7% in 2020) and elected TDs (from 12% in 1992 to 22.5% in 2020).
The quota system challenges political parties to develop a culture and selection process that will
encourage women to come forward for election. It is also the responsibility of political parties to
select women in winnable seats if the true objective of the quota is to be achieved – that is,
improved gender balance in Irish politics. There are currently no quotas in place for Local Elections
(where many politicians begin their political journey), or for the Seanad.The issue of quotas in politics
is one which causes much discussion – some people do not like quotas, but we like what they do,
that is, introduce a short, sharp shock to the political system that makes change happen quickly

According to both documents, what would be the significance of extending quotas to local elections?","Very good 16 - 20M independent, insightful comment using both documents
Good 11 - 15M relevant comment but lacking insight, reference to one document only
Fair 6 - 10M limited, lacking clarity
Weak 0 - 5M contradictory or confused.",b.png,,,
"Document A: Taking Stock of Women’s Representation in Politics Across Europe ‐ A Study by the 
European Women’s Lobby, March 2023.
This research was carried out by the European Women’s Lobby (EWL) with the
support of Wilson Sonsini Goodrich & Rosati (WSGR). Its purpose is to map out the
current state of women’s representation in politics across Europe. The information
gathered in this document comes from desk‐based research. It also stems from
the EWL members’ contributions collected through a digital survey in 2022 across
20 European countries.
As of February 2023, Ireland ranked 101st in the world for women’s representation in national
parliaments, falling behind countries such as China and Iraq. When the Dáil celebrated its
centenary in 2019, just 114 women had been elected to it since 1918 compared with 1,190 men.
Following the most recent national election (2020), this was 130 women versus 1,211 men (10%
versus 90%).
In the twelve general elections in Ireland prior to the 2012 Act (1973‐2011) and the introduction of
quotas, the proportion of women’s representation in the Dáil never rose above 15%.
There are no quotas for local elections in Ireland. Representation of women at local authority level
across the country has risen from 12% in 1991 to just 24% in 2019. Only eight women were elected as
mayors in June 2022 (25.8%).
A recent report noted that data from the last six local elections suggest that there is no electoral
bias against women, but not enough women appear on the ballot papers. It also notes that women
are more likely to win a national seat than men if they have served in local government. To drive
gender equality in national politics, gender equality at a local level thus needs to be prioritised.
To advance gender equality in politics, in June 2021, members of the Citizens’ Assembly recommended
that the government introduce measures such as maternity leave for all elected representatives,
extend party quotas to local, Seanad, and European elections and increase sanctions for noncompliant
parties. These suggestions have not yet been enacted by the current government.
In Ireland, women running for election are more likely to be the victims of personalised, misogynistic
violence, with women facing up to eight times the level of online violence compared to their male
counterparts. A qualitative study undertaken by NUI Galway’s Journalism and Communications unit
in 2020 found that 96% of current and former women politicians, at national and local level, have
received social media or email messages that used threatening or hateful language, while three
quarters report being threatened with physical violence via online or social media.
https://womenlobby.org/IMG/pdf/final_wip_study‐3.pdf ‐ adapted
Document B: Web page from Women for Election.
This group organises training programmes, events and mentoring supports, that have
helped get hundreds of women elected to local and national government.
This site is a collaboration between Women for Election Ireland and the All‐Island Research
Observatory (AIRO) at Maynooth University Social Science Institute (MUSSI) and the Department
of Housing, Local Government and Heritage (DHLGH). Funding for this project was awarded by the
Department of Public Expenditure and Reform (DPER).
The dashboard below from our Data Hub presents women candidates across political parties*
(2020). In 2012, the Oireachtas adopted a law obliging political parties to select at least 30%
women candidates and 30% men candidates to contest general elections. From 2023 onwards,
this gender quota threshold increased to 40%. If the quota is not met, political parties will lose
50% of the State funding they receive on an annual basis to run their operations.
The Data Hub is a comprehensive store of statistical data, organised to provide you with
unique insights into the state of gender equality here in Ireland. With this powerful
resource at your fingertips, you can make informed decisions, drive meaningful change,
and contribute to a more equitable future for all. Engage with the data, share the insights,
and ignite conversations about gender equality. Remember, knowledge is power, but only
when shared and acted upon.
* Only displays information for the seven political parties that qualified for Exchequer funding under the Electoral Act 1997.
Gender Quotas in Politics in Ireland 
Since 1992 there has been an increase in both the number of women selected as candidates (from
18.5% in 1992 to 30.7% in 2020) and elected TDs (from 12% in 1992 to 22.5% in 2020).
The quota system challenges political parties to develop a culture and selection process that will
encourage women to come forward for election. It is also the responsibility of political parties to
select women in winnable seats if the true objective of the quota is to be achieved – that is,
improved gender balance in Irish politics. There are currently no quotas in place for Local Elections
(where many politicians begin their political journey), or for the Seanad.The issue of quotas in politics
is one which causes much discussion – some people do not like quotas, but we like what they do,
that is, introduce a short, sharp shock to the political system that makes change happen quickly

Evaluate the importance of the data in both documents to decision and policy-makers.","Very good answer 16 - 20M clear, accurate, insightful evaluation
Good answer 11 - 15M relevant but lacking insight
Fair answer 6 - 10M limited, lacking clarity
Weak answer 0 - 5M contradictory or confused evaluation",b.png,,,
"Document A: Taking Stock of Women’s Representation in Politics Across Europe ‐ A Study by the 
European Women’s Lobby, March 2023.
This research was carried out by the European Women’s Lobby (EWL) with the
support of Wilson Sonsini Goodrich & Rosati (WSGR). Its purpose is to map out the
current state of women’s representation in politics across Europe. The information
gathered in this document comes from desk‐based research. It also stems from
the EWL members’ contributions collected through a digital survey in 2022 across
20 European countries.
As of February 2023, Ireland ranked 101st in the world for women’s representation in national
parliaments, falling behind countries such as China and Iraq. When the Dáil celebrated its
centenary in 2019, just 114 women had been elected to it since 1918 compared with 1,190 men.
Following the most recent national election (2020), this was 130 women versus 1,211 men (10%
versus 90%).
In the twelve general elections in Ireland prior to the 2012 Act (1973‐2011) and the introduction of
quotas, the proportion of women’s representation in the Dáil never rose above 15%.
There are no quotas for local elections in Ireland. Representation of women at local authority level
across the country has risen from 12% in 1991 to just 24% in 2019. Only eight women were elected as
mayors in June 2022 (25.8%).
A recent report noted that data from the last six local elections suggest that there is no electoral
bias against women, but not enough women appear on the ballot papers. It also notes that women
are more likely to win a national seat than men if they have served in local government. To drive
gender equality in national politics, gender equality at a local level thus needs to be prioritised.
To advance gender equality in politics, in June 2021, members of the Citizens’ Assembly recommended
that the government introduce measures such as maternity leave for all elected representatives,
extend party quotas to local, Seanad, and European elections and increase sanctions for noncompliant
parties. These suggestions have not yet been enacted by the current government.
In Ireland, women running for election are more likely to be the victims of personalised, misogynistic
violence, with women facing up to eight times the level of online violence compared to their male
counterparts. A qualitative study undertaken by NUI Galway’s Journalism and Communications unit
in 2020 found that 96% of current and former women politicians, at national and local level, have
received social media or email messages that used threatening or hateful language, while three
quarters report being threatened with physical violence via online or social media.
https://womenlobby.org/IMG/pdf/final_wip_study‐3.pdf ‐ adapted
Document B: Web page from Women for Election.
This group organises training programmes, events and mentoring supports, that have
helped get hundreds of women elected to local and national government.
This site is a collaboration between Women for Election Ireland and the All‐Island Research
Observatory (AIRO) at Maynooth University Social Science Institute (MUSSI) and the Department
of Housing, Local Government and Heritage (DHLGH). Funding for this project was awarded by the
Department of Public Expenditure and Reform (DPER).
The dashboard below from our Data Hub presents women candidates across political parties*
(2020). In 2012, the Oireachtas adopted a law obliging political parties to select at least 30%
women candidates and 30% men candidates to contest general elections. From 2023 onwards,
this gender quota threshold increased to 40%. If the quota is not met, political parties will lose
50% of the State funding they receive on an annual basis to run their operations.
The Data Hub is a comprehensive store of statistical data, organised to provide you with
unique insights into the state of gender equality here in Ireland. With this powerful
resource at your fingertips, you can make informed decisions, drive meaningful change,
and contribute to a more equitable future for all. Engage with the data, share the insights,
and ignite conversations about gender equality. Remember, knowledge is power, but only
when shared and acted upon.
* Only displays information for the seven political parties that qualified for Exchequer funding under the Electoral Act 1997.
Gender Quotas in Politics in Ireland 
Since 1992 there has been an increase in both the number of women selected as candidates (from
18.5% in 1992 to 30.7% in 2020) and elected TDs (from 12% in 1992 to 22.5% in 2020).
The quota system challenges political parties to develop a culture and selection process that will
encourage women to come forward for election. It is also the responsibility of political parties to
select women in winnable seats if the true objective of the quota is to be achieved – that is,
improved gender balance in Irish politics. There are currently no quotas in place for Local Elections
(where many politicians begin their political journey), or for the Seanad.The issue of quotas in politics
is one which causes much discussion – some people do not like quotas, but we like what they do,
that is, introduce a short, sharp shock to the political system that makes change happen quickly

Drawing on both documents, discuss the barriers and challenges facing women who wish to pursue a career in politics and represent their communities at local, national or European level.","Very good answer 16 - 20M independent, insightful discussion using both documents
Good answer 11 - 15M relevant discussion but lacking insight using both documents
Fair answer 6 - 10M limited clarity, limited use of both documents
Weak answer 0 - 5M contradictory or confused, limited use of both documents.",b.png,,,
"Document A: Taking Stock of Women’s Representation in Politics Across Europe ‐ A Study by the 
European Women’s Lobby, March 2023.
This research was carried out by the European Women’s Lobby (EWL) with the
support of Wilson Sonsini Goodrich & Rosati (WSGR). Its purpose is to map out the
current state of women’s representation in politics across Europe. The information
gathered in this document comes from desk‐based research. It also stems from
the EWL members’ contributions collected through a digital survey in 2022 across
20 European countries.
As of February 2023, Ireland ranked 101st in the world for women’s representation in national
parliaments, falling behind countries such as China and Iraq. When the Dáil celebrated its
centenary in 2019, just 114 women had been elected to it since 1918 compared with 1,190 men.
Following the most recent national election (2020), this was 130 women versus 1,211 men (10%
versus 90%).
In the twelve general elections in Ireland prior to the 2012 Act (1973‐2011) and the introduction of
quotas, the proportion of women’s representation in the Dáil never rose above 15%.
There are no quotas for local elections in Ireland. Representation of women at local authority level
across the country has risen from 12% in 1991 to just 24% in 2019. Only eight women were elected as
mayors in June 2022 (25.8%).
A recent report noted that data from the last six local elections suggest that there is no electoral
bias against women, but not enough women appear on the ballot papers. It also notes that women
are more likely to win a national seat than men if they have served in local government. To drive
gender equality in national politics, gender equality at a local level thus needs to be prioritised.
To advance gender equality in politics, in June 2021, members of the Citizens’ Assembly recommended
that the government introduce measures such as maternity leave for all elected representatives,
extend party quotas to local, Seanad, and European elections and increase sanctions for noncompliant
parties. These suggestions have not yet been enacted by the current government.
In Ireland, women running for election are more likely to be the victims of personalised, misogynistic
violence, with women facing up to eight times the level of online violence compared to their male
counterparts. A qualitative study undertaken by NUI Galway’s Journalism and Communications unit
in 2020 found that 96% of current and former women politicians, at national and local level, have
received social media or email messages that used threatening or hateful language, while three
quarters report being threatened with physical violence via online or social media.
https://womenlobby.org/IMG/pdf/final_wip_study‐3.pdf ‐ adapted
Document B: Web page from Women for Election.
This group organises training programmes, events and mentoring supports, that have
helped get hundreds of women elected to local and national government.
This site is a collaboration between Women for Election Ireland and the All‐Island Research
Observatory (AIRO) at Maynooth University Social Science Institute (MUSSI) and the Department
of Housing, Local Government and Heritage (DHLGH). Funding for this project was awarded by the
Department of Public Expenditure and Reform (DPER).
The dashboard below from our Data Hub presents women candidates across political parties*
(2020). In 2012, the Oireachtas adopted a law obliging political parties to select at least 30%
women candidates and 30% men candidates to contest general elections. From 2023 onwards,
this gender quota threshold increased to 40%. If the quota is not met, political parties will lose
50% of the State funding they receive on an annual basis to run their operations.
The Data Hub is a comprehensive store of statistical data, organised to provide you with
unique insights into the state of gender equality here in Ireland. With this powerful
resource at your fingertips, you can make informed decisions, drive meaningful change,
and contribute to a more equitable future for all. Engage with the data, share the insights,
and ignite conversations about gender equality. Remember, knowledge is power, but only
when shared and acted upon.
* Only displays information for the seven political parties that qualified for Exchequer funding under the Electoral Act 1997.
Gender Quotas in Politics in Ireland 
Since 1992 there has been an increase in both the number of women selected as candidates (from
18.5% in 1992 to 30.7% in 2020) and elected TDs (from 12% in 1992 to 22.5% in 2020).
The quota system challenges political parties to develop a culture and selection process that will
encourage women to come forward for election. It is also the responsibility of political parties to
select women in winnable seats if the true objective of the quota is to be achieved – that is,
improved gender balance in Irish politics. There are currently no quotas in place for Local Elections
(where many politicians begin their political journey), or for the Seanad.The issue of quotas in politics
is one which causes much discussion – some people do not like quotas, but we like what they do,
that is, introduce a short, sharp shock to the political system that makes change happen quickly

Drawing on the information in both documents and the statement below from Document B, critique the use of quotas to address gender imbalance in the Irish political system.
The issue of quotas in politics is one which causes much discussion – some people do not like quotas, but we like what they do, that is, introduce a short, sharp shock to the political system that makes change happen quickly.","Critique (30 marks)
Very Good 24 - 30M focused, insightful
Good 17 - 23M coherent, relevant
Fair 9 - 16M limited, flawed
Weak 0 - 8M confused, inaccurate.

Use of documents (20 marks)
Very Good 16 - 20M comprehensive use of documents
Good 11 - 15M basic use of documents
Fair 6 - 10M limited use of documents
Weak 0 - 5M use of documents is vague or inaccurate.",b.png,,,
"Discuss the impact of globalisation on nationalism and/or cultural identity referring to the 
theories of key thinker Thomas Hylland Eriksen.
[Your answer should include contemporary examples and evidence from a national and/or global
context to support your argument.] ","Marking the discursive essay:
1. Read the entire essay without allocating any marks.
2. Mark the essay using the marking criteria and total the marks.
3. Review total mark awarded using the grade band descriptors.
4. To finalise the total mark review again using the criteria",,,,
"This image is a representation of the
poem ‘Home’ by Warsan Shire.
The poem explains how some
refugees would not leave their home
if they were not forced to do so.
www.facebook.com/58665958526/photos/you‐have‐to‐understand‐that‐no‐one‐puts‐their‐children‐in‐a‐boatunless‐the‐water
Discuss the refugee crisis in the world today in the context of human rights.  
[Your answer should include contemporary examples and evidence from a national and/or global
context to support your argument. You should also refer to the ideas of two theorists, one of
whom must be named on your course.] ","Marking the discursive essay:
1. Read the entire essay without allocating any marks.
2. Mark the essay using the marking criteria and total the marks.
3. Review total mark awarded using the grade band descriptors.
4. To finalise the total mark review again using the criteria",3b.png,,,
"Should governments be permitted to take control of social media during periods of social or 
political unrest? 
[Your answer should include contemporary examples and evidence from a local and/or global
context to support your argument. You should also refer to the ideas of two theorists, one of
whom must be named on your course.] ","Marking the discursive essay:
1. Read the entire essay without allocating any marks.
2. Mark the essay using the marking criteria and total the marks.
3. Review total mark awarded using the grade band descriptors.
4. To finalise the total mark review again using the criteria",,,,
"Over 50 years ago, former UN Secretary‐General Dag Hammarskjöld said, ‘The United Nations was
not created in order to bring us to heaven, but in order to save us from hell.’
Is the United Nations still fit for purpose today? 
[Your answer should include contemporary examples and evidence from a local and/or global
context to support your argument. You should also refer to the ideas of at least one theorist
named on your course.] ","Marking the discursive essay:
1. Read the entire essay without allocating any marks.
2. Mark the essay using the marking criteria and total the marks.
3. Review total mark awarded using the grade band descriptors.
4. To finalise the total mark review again using the criteria",,,,
"42% of Irish people are not happy with the way democracy
works in Ireland.
hƩps://europa.eu/eurobarometer/surveys/detail/2966
Evaluate thisfinding from the Eurobarometer Poll, carried out on behalf of the European 
Commission published in December 2023.
[Your answer should include contemporary examples and evidence to support your argument. You
should also refer to the ideas of two theorists, one of whom must be named on your course.]","Marking the discursive essay:
1. Read the entire essay without allocating any marks.
2. Mark the essay using the marking criteria and total the marks.
3. Review total mark awarded using the grade band descriptors.
4. To finalise the total mark review again using the criteria",,,,
