problem,answer,problem_image_1,problem_image_2,answer_image_1,answer_image_2
Mínigh cad is ciall le fithis gheochobhsaí agus luaigh úsáid a bhaintear as satailít atá i bhfithis gheochobhsaí.,fanann sé san áit chéanna os cionn na cruinne / tá tréimhse fhithiseach 24 uair an chloig aige,,,,
Is é 1.24 s an peiriad atá ag luascadán simplí.  Ríomh fad an luascadáin.,"$T = 2\pi \sqrt{\frac{l}{g}}$ [4], $l = 0.38$ m [3]",,,,
Is modhanna trína n-aistrítear teas iad seoladh agus comhiompar.  Déan idirdhealú idir seoladh agus comhiompar.,"is éard is seoladh ann ná teas a aistriú (trí chreathadh) ó cháithnín go cáithnín 
is éard is comhiompar ann ná teas a aistriú trí shruthanna athfhillteacha",,,,
Déan cur síos ar thurgnamh a léiríonn gur tonn atá i bhfuaim.,"dhá fhoinse fuaime chomhleanúnacha 
gluaiseacht i gcoibhneas leis na foinsí 
tugtar trasnaíocht faoi deara",,,,
Mínigh cad is brí le tonn chónaitheach.,dhá thonn a bhfuil an mhinicíocht agus aimplitiúid chéanna acu (forshuite ar a chéile) ní athraíonn an bhuaic-aimplitiúid ag gach pointe / níl glan-traschur fuinnimh i gceist,,,,
Sainmhínigh uillinn chriticiúil.,"uillinn an ionsaithe 
uillinn athraonta 90°",,,,
Is féidir seoltóir tintrí a chur ar bharr foirgneamh ard mar a thaispeántar.  Mínigh an dóigh a n-oibríonn seoltóir tintrí.,"iarmhairt díluchtaithe pointe  
lucht a thraschur go talamh",,,,
Gabhann sruth 6 A thar phointe i gciorcad.  Ríomh an líon leictreon a ghabhann thar an bpointe sin gach nóiméad.,"$q = It$ [3], $q = 360$ (C) [2], $2.25 \times 10^{21}$ (electrons) [2]",,,,
Ríomh an fórsa leictreastatach idir dhá phrótón atá 5.6 x 10–15 m óna chéile i bhfolús,"$F = \frac{1}{4\pi \epsilon_0} \frac{q_1q_2}{r^2}$ [4], 7.36 N [3]",,,,
Mínítear dlí fhótaileictreach Einstein de réir na cothromóide hf = ɸ + ½mv2. Mínigh cad dó a seasann gach ceann de na siombailí sa chothromóid.,"$h = \text{Planck constant}$ 
$f = \text{frequency}$
$\phi = \text{work function}$
$m = \text{mass}$
$v = \text{velocity}$",,,,
"Is imeacht lúthchleasaíochta é caitheamh an oird ina rotlaíonn lúthchleasaithe liathróid mhiotail, atá ceangailte de shreang, i gciorcal sula scaoiltear léi.
Díorthaigh an fhoirmle a thaispeánann an coibhneas idir ga, treoluas agus treoluas uilleach réada atá ag gluaiseacht le gluaisne chiorclach aonfhoirmeach.","$\theta = s/r$ or $v=s/t$ nó $\omega = \theta / t$ [3]
teaglaim de dhá fhoirmle [3]
$v = r\omega$ [3]",,,,
"Is imeacht lúthchleasaíochta é caitheamh an oird ina rotlaíonn lúthchleasaithe liathróid mhiotail, atá ceangailte de shreang, i gciorcal sula scaoiltear léi.
Mínigh cad is brí le fórsa láraimsitheach.",fórsa i dtreo lár an chiorcail (a choimeádann) an fhrithne ag gluaiseacht timpeall i gciorcal,,,,
"Is imeacht lúthchleasaíochta é caitheamh an oird ina rotlaíonn lúthchleasaithe liathróid mhiotail, atá ceangailte de shreang, i gciorcal sula scaoiltear léi.
Rothlaíonn lúthchleasaí liathróid ar mais di 4 kg i gciorcal ar ga dó 1.25 m. Tá an liathróid ag gluaiseacht le treoluas uilleach 21.6 rad s–1 díreach sula scaoiltear léi.",,,,,
"Ríomh méid threoluas na liathróide díreach agus í á scaoileadh.""",$(v = r\omega =) 27$ m s$^{-1}$ [3],,,,
"Agus í á scaoileadh, tá treoluas na liathróide ar uillinn 36° os cionn an chothromáin. Scaoiltear an liathróid ag airde 1.26 m os cionn na talún agus tuirlingíonn sí 3.79 s níos déanaí.
Le cabhair léaráide lipéadaithe, díscaoil treoluas na liathróide ina chomhpháirteanna cothrománacha agus ceartingearacha.","léaráid ina dtaispeántar comhpháirteanna cothrománacha agus ceartingearacha
$u_x = 27 \cos 36^\circ$ [3]
$u_y = 27 \sin 36^\circ$ [3]",,,,
"Agus í á scaoileadh, tá treoluas na liathróide ar uillinn 36° os cionn an chothromáin. Scaoiltear an liathróid ag airde 1.26 m os cionn na talún agus tuirlingíonn sí 3.79 s níos déanaí.
Ná cuir friotaíocht an aeir san áireamh agus, ríomh an uasairde os cionn na talún a shroicheann an liathróid","$v^2 = u^2 + 2as$ [3]
$s_y= 12.85$ (m) [2]
(above ground $= 12.85 + 1.26 =) 14.11$ m [2]",,,,
"Agus í á scaoileadh, tá treoluas na liathróide ar uillinn 36° os cionn an chothromáin. Scaoiltear an liathróid ag airde 1.26 m os cionn na talún agus tuirlingíonn sí 3.79 s níos déanaí.
Ná cuir friotaíocht an aeir san áireamh agus, íomh an fad cothrománach a thaistil an liathróid in 3.79 s.","$s=ut$ [3]
$s_x = 82.79$ m [2]",,,,
"Agus í á scaoileadh, tá treoluas na liathróide ar uillinn 36° os cionn an chothromáin. Scaoiltear an liathróid ag airde 1.26 m os cionn na talún agus tuirlingíonn sí 3.79 s níos déanaí.
Cén tionchar a bheadh ag friotaíocht an aeir ar chonair na liathróide?",laghdú ar an bhfad cothrománach agus ar an bhfad ceartingearach a thaistealódh sí,,,,
"Tá callaire luailchorna bunaithe ar an bprionsabal go mbíonn fórsa á fheidhmiú ar sheoltóir a bhíonn ag iompar srutha i réimse maighnéadach.
Luaigh dhá chainníocht a mbíonn tionchar acu ar mhéid an fhórsa a bhíonn á fheidhmiú ar sheoltóir a bhíonn ag iompar srutha i réimse maighnéadach.","floscdhlús maighnéadach, sruth, fad an seoltóra, uillinn",,,,
"Tá callaire luailchorna bunaithe ar an bprionsabal go mbíonn fórsa á fheidhmiú ar sheoltóir a bhíonn ag iompar srutha i réimse maighnéadach.
Déan cur síos ar thurgnamh saotharlainne a léiríonn go mbíonn fórsa á fheidhmiú ar sheoltóir a bhíonn ag iompar srutha i réimse maighnéadach.","trealamh [3] 
modh [3] 
breathnú",,,,
"Tá callaire luailchorna bunaithe ar an bprionsabal go mbíonn fórsa á fheidhmiú ar sheoltóir a bhíonn ag iompar srutha i réimse maighnéadach.
Nuair a chuirtear sreang 65 cm atá ag iompar sruth 3 A isteach i réimse maighnéadach, bíonn fórsa 7 mN ag feidhmiú uirthi.  Ríomh floscdhlús maighnéadach an réimse nuair a bhíonn an sruth ag sreabhadh ar dhronuillinn leis an réimse","$F = BIl$ [3]
$B = 0.0036$ T [3]",,,,
"Trí phríomh-chomhpháirt a bhíonn i gcallaire, mar a thaispeántar sa léaráid: an maighnéad, an corna agus an cón.  De bharr creathanna an chóin, tarlaíonn comhathruithe brú san aer a tháirgeann tonnta fuaime de mhinicíocht 512 Hz.
Cén cineál toinne í fuaim?",fadtonn / tonn mheicniúil,,,,
"Trí phríomh-chomhpháirt a bhíonn i gcallaire, mar a thaispeántar sa léaráid: an maighnéad, an corna agus an cón.  De bharr creathanna an chóin, tarlaíonn comhathruithe brú san aer a tháirgeann tonnta fuaime de mhinicíocht 512 Hz.
Ríomh tonnfhad na toinne fuaime a tháirgtear.","$c = f\lambda$, $\lambda = 0.66\ \text{m}$",,,,
"Braitheann aimplitiúid na toinne fuaime a tháirgtear ar aimplitiúid chreathanna an chóin.
Cén saintréith cheoil a bhfuil aimplitiúid na toinne ina cionsiocair léi?",airde fuaime,,,,
"Tá cumhacht 80 mW ag callaire.
Ríomh an fhuaimdhéine do dhuine atá ina sheasamh 7 m ón gcallaire.","$I = P/A$ [3]
$A = 4\pi r^2$ [3]
$I = 1.3 \times 10^{-4}$ W m$^{-2}$ [3]",,,,
"Tá cumhacht 80 mW ag callaire. 
Laghdaítear an fhuaimdhéine faoina leath do dhuine nuair a sheasann sé fad d ón gcallaire. Ríomh d","$I \propto \frac{1}{r^2}$ / reference to $\sqrt{2}$ [3]
9.9 m [2]",,,,
"Tá cumhacht 80 mW ag callaire.
Ina dhiaidh sin, cuirtear callaire de chumhacht 20 mW in áit an challaire de chumhacht 80 mW.  Ríomh an laghdú i leibhéal na fuaimdhéine.","tagairt do 3 dB 
6 dB",,,,
"Braitheann friotaíocht leathsheoltóra ar ábhar ilchineál ghnéithe. Tá teocht ar cheann acu. Is leathsheoltóir atá i dteirmeastar a bhíonn ag brath ar the teocht.
Cad is leathsheoltóir ann?","ábhar ag a bhfuil friotachas
atá idir friotachas dea-sheoltóra agus friotachas dea-inslitheora / ar a dtagann laghdú de réir mar a thagann ardú ar an teocht",,,,
"Braitheann friotaíocht leathsheoltóra ar ábhar ilchineál ghnéithe. Tá teocht ar cheann acu. Is leathsheoltóir atá i dteirmeastar a bhíonn ag brath ar the teocht.
Déan sceitse de ghraf chun an coibhneas idir an teocht agus an fhriotaíocht le haghaidh teirmeastair a thaispeáint.","aiseanna lipéadaithe
cruth",,,,
"Braitheann friotaíocht leathsheoltóra ar ábhar ilchineál ghnéithe. Tá teocht ar cheann acu. Is leathsheoltóir atá i dteirmeastar a bhíonn ag brath ar the teocht.
Mínigh cruth an ghraif i dtéarmaí na n-iompróirí luchta i leathsheoltóirí.","tagann ardú ar líon na ndiseanna leictreoin is poill de réir mar a thagann ardú ar an teocht, tagann laghdú ar an bhfriotaíocht",,,,
"Braitheann friotaíocht leathsheoltóra ar ábhar ilchineál ghnéithe. Tá teocht ar cheann acu. Is leathsheoltóir atá i dteirmeastar a bhíonn ag brath ar the teocht.
Déan idirdhealú idir seoladh intreath agus seoladh eistreath i leathsheoltóirí.","intreath: ion // an líon céanna leictreon & poll // seoltacht iseal
eistreath: dópáilte // níl líon na leictreon & na bpoill mar an gcéanna // seoltacht ard",,,,
"Bíonn cruth S ag sreabhadh i ndruileire leictreach agus é nasctha leis an bpríomhlíonra. Scaiptear roinnt den fhuinneamh lonchuir mar theas.
Luaigh dlí Joule.","tá cumhacht i gcomhréir leis // $P \propto I^2$
an sruth cearnaithe leis an bhfriotaíocht // nodaireacht & tagairt do fhriotaíocht thairiseach",,,,
"Bíonn cruth S ag sreabhadh i ndruileire leictreach agus é nasctha leis an bpríomhlíonra. Scaiptear roinnt den fhuinneamh lonchuir mar theas.
Tá friotaíocht leictreach 22 $\Omega$ ag an druillire agus bíonn sé ar siúl ar feadh 30 s. Ríomh an fuinneamh teasa a thírgeann an druillire.","$W = P t$
$W = 16 \space 500 J$",,,,
"Bíonn cruth S ag sreabhadh i ndruileire leictreach agus é nasctha leis an bpríomhlíonra. Scaiptear roinnt den fhuinneamh lonchuir mar theas.
Ríomh an cumhacht lonchuir a sholáthraíonn an príomhlíonra 230 V don druillire.","$P = V I$
$P = 1150 W$",,,,
"Bíonn cruth S ag sreabhadh i ndruileire leictreach agus é nasctha leis an bpríomhlíonra. Scaiptear roinnt den fhuinneamh lonchuir mar theas.
Ríomh éifeachtúlacht chéatadánach an druillire.","$\frac{P_o}{P_i} * 100$ nó $P = W/t$
$52.2 \%$",,,,
"Ag 230 V a bhíonn ag leictreachas príomhshrutha chuig tithe. Tarchuirtear fuinneamh leictreach, áfach, ag úsáid voltais arda de thart ar 300 kV i línte cumhachta.
Mínigh cén fáth a n-úsáidtear voltais arda i dtarchur fuinnimh leictrigh.",nuair a bhíonn an voltas ard bíonn an sruth íseal agus cailtear níos lú fuinnimh/teasa dá bharr sin,,,,
"Ag 230 V a bhíonn ag leictreachas príomhshrutha chuig tithe. Tarchuirtear fuinneamh leictreach, áfach, ag úsáid voltais arda de thart ar 300 kV i línte cumhachta.
Ainmnigh gaireas a úsáidtear chun an voltas a ísliú ó 300 kV go dtí 230 V.",claochladán,,,,
"Úsáidtear ionradaíocht bia chun moill a chur ar mhilleadh agus chun cosc a chur le tinneas de bharr miocrorgánach.  Is éard atá ann ná próiseas ina nochtar bia agus pacáistiú bia doradaíocht ianúcháin ar nós X-ghathanna agus gáma-ghathanna.
Mínigh cad is brí le hianúchán.","caillteanas/fáil 
leictreoin",,,,
"Úsáidtear ionradaíocht bia chun moill a chur ar mhilleadh agus chun cosc a chur le tinneas de bharr miocrorgánach.  Is éard atá ann ná próiseas ina nochtar bia agus pacáistiú bia doradaíocht ianúcháin ar nós X-ghathanna agus gáma-ghathanna.
Déan cur síos ar thurgnamh saotharlainne chun cumas ianúcháin na radaíochta núicléiche a léiriú.","trealamh 
modh 
breathnú",,,,
"Tá tonnfhad íosta de  $1.02 \times 10^{-11} \, \text{m}$ ag na X-ghathanna a úsáidtear le haghaidh ionradaíocht bia.
Mínigh conas a tháirgtear na X-ghathanna.","leictreoin ardfhuinnimh  
buaileann siad in aghaidh sprioc mhiotail",,,,
"Tá tonnfhad íosta de  $1.02 \times 10^{-11} \, \text{m}$ ag na X-ghathanna a úsáidtear le haghaidh ionradaíocht bia.
Ríomh an t-uasfhuinneamh le haghaidh X-ghathanna a úsáidtear le haghaidh ionradaíocht bia.","$c=f\lambda$ and $E=hf$ [3]
$E = 1.95 \times 10^{-14}$ J [3]",,,,
"Úsáidtear Cóbalt–60 go coitianta chun gáma-ghathanna a tháirgeadh le haghaidh ionradaíocht bia. Astaíonn Cóbalt-60 gáma-ghathanna a mbíonn meánfhuinneamh de 1.25 MeV acu.
Mínigh cad is brí le gáma-ghathanna.",radaíocht leictreamaighnéadach ag a bhfuil an fuinneamh is airde / radaíocht leictreamaighnéadach mar thoradh ar mheath radaighníomhach núicléis,,,,
"Úsáidtear Cóbalt–60 go coitianta chun gáma-ghathanna a tháirgeadh le haghaidh ionradaíocht bia. Astaíonn Cóbalt-60 gáma-ghathanna a mbíonn meánfhuinneamh de 1.25 MeV acu.
Cé mhéad uair níos mó is atá meánfhuinneamh na ngáma-ghathanna ná uasfhuinneamh na X-ghathanna?","$1 \space eV = 1.6 \times 10^{-19} J$
$10.28 \space uair$",,,,
"Is iosatóip radaighníomhach é Cóbált-60. Táirgtear go saorga é in imoibreoirí eamhaithithe núicléach.
Cad is iosatóip ann?","uimhir adamhach chéanna
maisuimhir dhifriúil",,,,
"Is iosatóip radaighníomhach é Cóbált-60. Táirgtear go saorga é in imoibreoirí eamhaithithe núicléach.
Mínigh cad is brí le scoilteadh.
","núicléas mór a scoilteadh 
ina dhá núicléas ar leith atá thart ar an méid céanna agus scaoiltear fuinneamh agus 
neodróin mar thoradh ar an bpróiseas sin.",,,,
"Is iosatóip radaighníomhach é Cóbált-60. Táirgtear go saorga é in imoibreoirí eamhaithithe núicléach.
Déan idirdhealú idir an ról atá ag an maolaire agus ag na rialaimhídi in imoibreoir eamhaithithe núicléach","maolaire: cuireann sé moill ar na neodrón chun go dtarlóidh eamhnú
rialaimhí: tógann siad neodrón isteach chun ráta an eamhnaithe a rialú",,,,
"Tugtar toilleoir ar ghléas ar deartha chun fuinneamh a stóráil a bhíonn ionann le a choinneáil aige.
Sainmhínigh toilleas.","lucht  // foirmle 
in aghaidh an aonaid voltais // nodaireacht",,,,
"Tugtar toilleoir ar ghléas ar deartha chun fuinneamh a stóráil a bhíonn ionann le a choinneáil aige.
Déan cur síos ar thurgnamh a léiríonn go mbraitheann toilleas ar achar comhónta na bplátaí i dtoilleoir plátaí comhthreomhara.","trealamh
modh
breathnú",,,,
"Tugtar toilleoir ar ghléas ar deartha chun fuinneamh a stóráil a bhíonn ionann le a choinneáil aige.
Déan sceitse de ghraf oiriúnach chun an coibhneas idir toilleas $\textit{C}$ agus an t-achar comhónta $\textit{A}$ idir na plátaí i dtoilleoir plátaí comhthreomhara a thaispeáint.","aiseanna lipéadaithe
cruth ceart",,,,
